,leaked_target_0,leaked_target_1,leaked_target_2,leaked_target_3,leaked_target_4,leaked_target_5,leaked_target_6,leaked_target_7,leaked_target_8,leaked_target_9,leaked_target_10,leaked_target_11,leaked_target_12,leaked_target_13,leaked_target_14,leaked_target_15,leaked_target_16,leaked_target_17,leaked_target_18,leaked_target_19,leaked_target_20,leaked_target_21,leaked_target_22,leaked_target_23,leaked_target_24,leaked_target_25,leaked_target_26,leaked_target_27,leaked_target_28,leaked_target_29,leaked_target_30,leaked_target_31,leaked_target_32,leaked_target_33,leaked_target_34,leaked_target_35,leaked_target_36,leaked_target_37,compiled_leak
3098,6420000.0,6420000.0,6420000.0,,6420000.0,6420000.0,,,,,,,,6420000.0,6420000.0,6420000.0,6420000.0,,,6420000.0,6420000.0,6420000.0,6420000.0,6420000.0,6420000.0,6420000.0,6420000.0,,,6420000.0,6420000.0,6420000.0,,6420000.0,,6420000.0,6420000.0,,6420000.0
3099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,200000.0,,,,200000.0,,,200000.0,,,,,,,,200000.0,,,,,,,,,,,,,200000.0,,,,200000.0,,,,,,200000.0
3101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3102,,,,,,6190000.0,,,,,,,,,6190000.0,,,,,,,,,,,,,,,,,,,,,,,,6190000.0
3103,,,,,,,,,724000.0,,724000.0,,,,,724000.0,724000.0,724000.0,724000.0,724000.0,724000.0,,724000.0,,724000.0,,,,724000.0,,724000.0,724000.0,,724000.0,724000.0,724000.0,724000.0,,724000.0
3104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000000.0,,,,11000000.0
3105,,3500000.0,,3500000.0,,,,,,,,,,,,,,,3500000.0,3500000.0,,3500000.0,,,,,,,,,,,,,,,,,3500000.0
3106,820000.0,,,,,820000.0,,820000.0,820000.0,820000.0,820000.0,820000.0,,820000.0,820000.0,820000.0,820000.0,820000.0,,,820000.0,820000.0,820000.0,820000.0,820000.0,,,820000.0,,,820000.0,,,820000.0,,,820000.0,,820000.0
3107,,,,,10000000.0,10000000.0,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0
3108,,82000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82000.0
3109,,,,,,,,,,,,,,,,,,,,800000.0,,,,,,,,,,,,,,,,,,,800000.0
3110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3111,,,,9070000.0,,,,,9070000.0,9070000.0,9070000.0,9070000.0,9070000.0,,,,,,,9070000.0,,,,,9070000.0,,,,,9070000.0,,9070000.0,,,,,,,9070000.0
3112,400000.0,400000.0,,,,,400000.0,,400000.0,,,400000.0,400000.0,400000.0,400000.0,,,,,,,,,,,,,,400000.0,400000.0,,,,400000.0,400000.0,,,,400000.0
3113,,,,4800000.0,,4800000.0,4800000.0,,,,,,4800000.0,4800000.0,4800000.0,4800000.0,,4800000.0,4800000.0,4800000.0,4800000.0,,4800000.0,,,,,4800000.0,4800000.0,4800000.0,,,,,4800000.0,,4800000.0,4800000.0,4800000.0
3114,20000000.0,,,20000000.0,20000000.0,,20000000.0,20000000.0,20000000.0,,20000000.0,,,20000000.0,20000000.0,,,,,,,20000000.0,,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,,,20000000.0,,,,,,,20000000.0
3115,,,,,,,,12300000.0,,,,,,,,,,,,12300000.0,,,,,,,,,,,,,,,,,,,12300000.0
3116,,,770000.0,,770000.0,,770000.0,770000.0,,,,,770000.0,770000.0,,,,,,,770000.0,770000.0,770000.0,770000.0,770000.0,,,,770000.0,770000.0,,,,,,,,,770000.0
3117,44000.0,44000.0,44000.0,,44000.0,44000.0,,,,,,,,,,44000.0,,44000.0,,,44000.0,44000.0,44000.0,,44000.0,,44000.0,44000.0,44000.0,44000.0,,,44000.0,,,44000.0,44000.0,44000.0,44000.0
3118,,1600000.0,1600000.0,,,,,,,,1600000.0,1600000.0,,,1600000.0,,,,,,,,,,,,,,,,,,,,,,1600000.0,,1600000.0
3119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120,,2600000.0,2600000.0,2600000.0,2600000.0,2600000.0,,,2600000.0,2600000.0,,2600000.0,,,,,,,,,,,,,2600000.0,2600000.0,2600000.0,2600000.0,,,,,2600000.0,,,,2600000.0,,2600000.0
3121,,1283500.0,,1283500.0,,,1283500.0,1283500.0,,1283500.0,,,,,1283500.0,,1283500.0,1283500.0,,,,,,,,,,1283500.0,,,,,1283500.0,,,,,,1283500.0
3122,,,,,,,,,,,,,,,,366000.0,,,,,366000.0,,,,,,,366000.0,366000.0,,,,,,366000.0,,,,366000.0
3123,1370000.0,,,,1370000.0,1370000.0,,,,,,1370000.0,,,1370000.0,,,,,,,,,,,,,,,,,,,,,,,,1370000.0
3124,335000.0,,335000.0,335000.0,335000.0,335000.0,,,,,,335000.0,335000.0,,335000.0,,,335000.0,,,,,,,,,,,,,,,,,,,,,335000.0
3125,,,,,,33000.0,,,,,,,33000.0,33000.0,,,,33000.0,33000.0,33000.0,,,,33000.0,33000.0,,,33000.0,,,,,,,,,,,33000.0
3126,20000000.0,,,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,,,,,,,,20000000.0,20000000.0,,,,,,,,,,,,,,,,,,,,,20000000.0
3127,2128666.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2128666.66
3128,,,,,,,,180000.0,,,,,180000.0,180000.0,,,,,,,180000.0,,,,180000.0,,,,180000.0,180000.0,,180000.0,,180000.0,,180000.0,180000.0,,180000.0
3129,,,11400000.0,,,11400000.0,,11400000.0,,11400000.0,,,,,,,11400000.0,,,11400000.0,11400000.0,11400000.0,,,11400000.0,11400000.0,,,,,,11400000.0,,,11400000.0,,,,11400000.0
3130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3131,,13200000.0,,,,,,,,,,,,,,,,,,,13200000.0,,,,,,,,,,,,,,,,,,13200000.0
3132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3133,140000.0,,,140000.0,,,,,140000.0,140000.0,,140000.0,,,,140000.0,,,,,,,,,,,,,,,,,,,,,,,140000.0
3134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3135,4000000.0,,4000000.0,4000000.0,,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,,,4000000.0,,,4000000.0,,4000000.0,4000000.0,,4000000.0,4000000.0,4000000.0,,,4000000.0,4000000.0,,4000000.0,4000000.0,,,,,,4000000.0,,4000000.0
3136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3137,,22000000.0,22000000.0,,22000000.0,,22000000.0,,22000000.0,22000000.0,,,,22000000.0,,22000000.0,22000000.0,,,22000000.0,22000000.0,22000000.0,22000000.0,,22000000.0,,,22000000.0,,,22000000.0,,,22000000.0,22000000.0,22000000.0,22000000.0,22000000.0,22000000.0
3138,46000.0,,,,,,46000.0,,,46000.0,46000.0,46000.0,,,46000.0,,,,,,,,,,,,,,,,,,,,,,,,46000.0
3139,,,,,,,,,,,,,2260000.0,,,,,,,,,2260000.0,,2260000.0,,,,2260000.0,2260000.0,,,2260000.0,2260000.0,2260000.0,2260000.0,2260000.0,2260000.0,2260000.0,2260000.0
3140,,,,177000.0,,,,,,,,,,177000.0,177000.0,,,177000.0,,,177000.0,177000.0,177000.0,,,,,177000.0,,177000.0,177000.0,,,,,,,,177000.0
3141,,400000.0,,,400000.0,,,400000.0,400000.0,,,,,400000.0,400000.0,,,,,,,,,,,,,,,,,,,,,,,,400000.0
3142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3143,2000000.0,,,,,,,,2000000.0,,,,,2000000.0,,,2000000.0,,,,2000000.0,,,2000000.0,,2000000.0,,2000000.0,,,,,,,2000000.0,,,,2000000.0
3144,5029000.0,5029000.0,,5029000.0,5029000.0,5029000.0,5029000.0,5029000.0,5029000.0,5029000.0,,,5029000.0,5029000.0,,,,,,,5029000.0,,,,,,,,,,5029000.0,,,,5029000.0,,,,5029000.0
3145,,28376400.0,,,28376400.0,,28376400.0,28376400.0,,,,28376400.0,,,,,,,,28376400.0,28376400.0,28376400.0,,,28376400.0,,28376400.0,28376400.0,,28376400.0,28376400.0,,,,,,,,28376400.0
3146,2000000.0,,,,,,,,,2000000.0,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0
3147,,1600000.0,,1600000.0,,,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,,,,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,,,1600000.0,1600000.0,1600000.0
3148,,,,400000.0,,400000.0,400000.0,,,,,,,400000.0,,400000.0,,,,,,400000.0,,,,,,400000.0,,400000.0,,,400000.0,,400000.0,400000.0,,,400000.0
3149,,1000000.0,,,,1000000.0,1000000.0,,,1000000.0,,1000000.0,1000000.0,,,1000000.0,,,,,,,,,1000000.0,,,,,,,1000000.0,,1000000.0,,,,1000000.0,1000000.0
3150,,,,,,,,,,,,,,,40000.0,,,,,,,,,,,,,,,,,,,,,,,,40000.0
3151,,,,,5216000.0,5216000.0,,5216000.0,,,,5216000.0,,,5216000.0,,,5216000.0,5216000.0,,,,,5216000.0,,,5216000.0,,,,,,,,,,5216000.0,,5216000.0
3152,,,,,,,,,,,,,,,2040000.0,,,,,,,,,,,,,,,,,2040000.0,,,,,2040000.0,2040000.0,2040000.0
3153,7104000.0,7104000.0,7104000.0,7104000.0,,7104000.0,7104000.0,7104000.0,7104000.0,,7104000.0,7104000.0,7104000.0,7104000.0,,7104000.0,,,7104000.0,,7104000.0,,,,,,,,,,7104000.0,7104000.0,,,,7104000.0,7104000.0,7104000.0,7104000.0
3154,,32860000.0,32860000.0,,,,,,,,,,32860000.0,,32860000.0,,,32860000.0,32860000.0,32860000.0,,32860000.0,,32860000.0,32860000.0,32860000.0,32860000.0,,,32860000.0,,,32860000.0,32860000.0,32860000.0,32860000.0,,32860000.0,32860000.0
3155,,,34285714.28,34285714.28,,34285714.28,,,,,,34285714.28,,,,,34285714.28,,,34285714.28,34285714.28,34285714.28,34285714.28,34285714.28,34285714.28,,34285714.28,34285714.28,34285714.28,,,34285714.28,34285714.28,34285714.28,34285714.28,34285714.28,34285714.28,34285714.28,34285714.28
3156,,,13666666.66,,,,,,,,,,,,,,,,13666666.66,,,,,,,,,,,,,,,,,,,,13666666.66
3157,,,,,,,,,,,,,,,,,,,,,,,,,,1420000.0,,,,,,,,,,,,,1420000.0
3158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3159,17237000.0,,17237000.0,17237000.0,17237000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17237000.0
3160,,16720000.0,,,16720000.0,,16720000.0,,,,,,,,,,16720000.0,16720000.0,,,,16720000.0,16720000.0,16720000.0,,16720000.0,16720000.0,,,,,16720000.0,16720000.0,16720000.0,16720000.0,,16720000.0,,16720000.0
3161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3162,11333333.34,11333333.34,11333333.34,11333333.34,11333333.34,11333333.34,,11333333.34,,11333333.34,11333333.34,11333333.34,,,,11333333.34,,,11333333.34,11333333.34,,11333333.34,,11333333.34,,11333333.34,11333333.34,,,,11333333.34,,11333333.34,11333333.34,,,11333333.34,11333333.34,11333333.34
3163,,,,,,10000000.0,,,,,,,,,10000000.0,10000000.0,,,,,,10000000.0,,,,,10000000.0,,,,,,,,,,,,10000000.0
3164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3166,,2800000.0,,2800000.0,,2800000.0,,,,,,,,,,,,,,,,,,,2800000.0,,,,,,,,,,,,,,2800000.0
3167,,20000000.0,,,,,,,,,,,,20000000.0,,20000000.0,,,20000000.0,20000000.0,,,,,,,,,,,,,,,,,,,20000000.0
3168,,,375000.0,,,375000.0,375000.0,,375000.0,,,375000.0,375000.0,,,,,375000.0,375000.0,,375000.0,375000.0,375000.0,375000.0,,,,375000.0,,375000.0,375000.0,,375000.0,,,375000.0,,375000.0,375000.0
3169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3170,2850000.0,2850000.0,2850000.0,,2850000.0,,,2850000.0,,,2850000.0,2850000.0,2850000.0,2850000.0,,2850000.0,,2850000.0,,,,2850000.0,,2850000.0,,2850000.0,,,,,2850000.0,,2850000.0,,2850000.0,2850000.0,,2850000.0,2850000.0
3171,,5400000.0,5400000.0,,5400000.0,5400000.0,5400000.0,5400000.0,5400000.0,,,,5400000.0,5400000.0,5400000.0,,,,,,5400000.0,,,5400000.0,5400000.0,5400000.0,5400000.0,,5400000.0,,,5400000.0,5400000.0,5400000.0,,,,,5400000.0
3172,,6000000.0,6000000.0,,,,,,6000000.0,6000000.0,6000000.0,,,,,,6000000.0,,,,,,,,,6000000.0,,,,,,,,6000000.0,,,6000000.0,6000000.0,6000000.0
3173,,,,1600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1600000.0,,,,,,,,1600000.0
3174,,,,2600000.0,,,2600000.0,,2600000.0,,2600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600000.0
3175,5786000.0,,,,,,,,,,5786000.0,5786000.0,,,,5786000.0,5786000.0,5786000.0,,5786000.0,5786000.0,,,,,5786000.0,5786000.0,5786000.0,5786000.0,,5786000.0,,,5786000.0,5786000.0,5786000.0,,,5786000.0
3176,,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0,,8120000.0,8120000.0,8120000.0,,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0,8120000.0
3177,2000000.0,,,,,2000000.0,2000000.0,2000000.0,,,,,2000000.0,,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,,2000000.0,,,2000000.0,2000000.0
3178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3179,,,,,,,,,,552000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552000.0
3180,,,,,,933333.34,,,,,933333.34,,,,,,,933333.34,,,,,,,,,,,,,,,,,933333.34,,,,933333.34
3181,3850000.0,,3850000.0,,3850000.0,3850000.0,3850000.0,,,,3850000.0,,,3850000.0,3850000.0,,3850000.0,,3850000.0,,3850000.0,3850000.0,,,,3850000.0,,3850000.0,3850000.0,,,3850000.0,3850000.0,3850000.0,3850000.0,,3850000.0,,3850000.0
3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3183,14698000.0,14698000.0,,,14698000.0,14698000.0,,,,,,,14698000.0,,,,,,,,,,14698000.0,,,,14698000.0,,,,,,,,,,,14698000.0,14698000.0
3184,,,18284000.0,18284000.0,18284000.0,18284000.0,18284000.0,18284000.0,18284000.0,,18284000.0,,18284000.0,,18284000.0,18284000.0,18284000.0,18284000.0,18284000.0,18284000.0,18284000.0,18284000.0,,,18284000.0,18284000.0,18284000.0,,18284000.0,,18284000.0,18284000.0,,,,,,18284000.0,18284000.0
3185,,,,,1200000.0,1200000.0,,,,,,1200000.0,,,,,,,,1200000.0,,,,,,,,,,,,,,,,,,,1200000.0
3186,2500000.0,2500000.0,2500000.0,2500000.0,,,,2500000.0,2500000.0,2500000.0,,,,,,,,,2500000.0,,,,2500000.0,,2500000.0,2500000.0,,,,,,,,,,,,,2500000.0
3187,900000.0,,,,,,,900000.0,,900000.0,900000.0,900000.0,900000.0,,,,,,,,,,,,,,,900000.0,,,900000.0,900000.0,,,,,900000.0,,900000.0
3188,,,,,,6000000.0,6000000.0,,,6000000.0,6000000.0,6000000.0,,6000000.0,6000000.0,6000000.0,6000000.0,,,,,,,6000000.0,,6000000.0,,,,,,,,,,,,,6000000.0
3189,9000000.0,,,,,,,,9000000.0,,,,,,,,,,9000000.0,,,,,,9000000.0,,,,,,,,,,,,,,9000000.0
3190,,,,1240000.0,,1240000.0,1240000.0,1240000.0,1240000.0,1240000.0,,1240000.0,1240000.0,1240000.0,1240000.0,1240000.0,,,1240000.0,1240000.0,1240000.0,1240000.0,1240000.0,,,1240000.0,,,1240000.0,,,1240000.0,,,1240000.0,1240000.0,1240000.0,,1240000.0
3191,,,,,,,10000000.0,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0
3192,,,50000.0,,,50000.0,50000.0,,,,,,,,50000.0,,,50000.0,,,,,50000.0,,50000.0,50000.0,,,,,,,50000.0,,,,,,50000.0
3193,1050000.0,1050000.0,,,,1050000.0,1050000.0,,1050000.0,,,,,1050000.0,,1050000.0,,,,,,,,1050000.0,1050000.0,1050000.0,,,,1050000.0,,,,,1050000.0,,,1050000.0,1050000.0
3194,,,,,,,,,8000000.0,,,,,,,,,,,,,,,,,8000000.0,,,8000000.0,,,,,,,,8000000.0,,8000000.0
3195,1200000.0,,1200000.0,1200000.0,,,1200000.0,,,,1200000.0,1200000.0,,,1200000.0,,1200000.0,1200000.0,,,1200000.0,,,,,,,,,1200000.0,,,,,,,1200000.0,,1200000.0
3196,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,,,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,,6000000.0,,6000000.0,6000000.0,,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,,,,,6000000.0,,6000000.0
3197,,,,,,,,,,,,,,50000.0,,,,50000.0,,,,,,,,,,,,,,,,,,,,,50000.0
3198,,,,,,,,,,,,,,14366666.66,14366666.66,,14366666.66,,,,,14366666.66,,,,,,,,,,,,14366666.66,,,,,14366666.66
3199,,,18000000.0,18000000.0,,18000000.0,18000000.0,18000000.0,,,,,,18000000.0,,18000000.0,18000000.0,,,18000000.0,,,,,,,,,,,,,,,,,,,18000000.0
3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3201,,,,,,,,,1000000.0,,,,,1000000.0,1000000.0,,,,,,,,1000000.0,,,,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,,,,1000000.0,1000000.0,1000000.0
3202,,,,,,,,,,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000.0
3203,6050000.0,,,,,,,6050000.0,6050000.0,6050000.0,6050000.0,6050000.0,6050000.0,6050000.0,6050000.0,,6050000.0,6050000.0,6050000.0,,6050000.0,,6050000.0,,,,6050000.0,6050000.0,,6050000.0,6050000.0,,,6050000.0,,6050000.0,,,6050000.0
3204,,,,,2900000.0,2900000.0,2900000.0,,,2900000.0,,2900000.0,,2900000.0,2900000.0,,,,2900000.0,,,2900000.0,,,,2900000.0,2900000.0,2900000.0,,,2900000.0,2900000.0,,,2900000.0,,,,2900000.0
3205,20000000.0,,,20000000.0,20000000.0,,,,,,,20000000.0,,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,,,20000000.0,,,,,,,,,,,,,,,,,20000000.0
3206,521333.34,521333.34,521333.34,521333.34,,521333.34,521333.34,521333.34,521333.34,521333.34,521333.34,,,,,521333.34,521333.34,,,,,,,,,,,,,,,,,,,,,,521333.34
3207,3300000.0,,,3300000.0,,,3300000.0,3300000.0,3300000.0,3300000.0,,3300000.0,,3300000.0,,,,3300000.0,,3300000.0,,3300000.0,,,,,3300000.0,,3300000.0,,3300000.0,3300000.0,,3300000.0,3300000.0,3300000.0,,,3300000.0
3208,,16000000.0,,,,,,,16000000.0,,,,,,,,,16000000.0,,,,,,,,,,,,,,,,,,,,,16000000.0
3209,,,,,,,30000000.0,,,,30000000.0,,,,30000000.0,30000000.0,30000000.0,,,,,,,,,,,,,30000000.0,,,,,,,,,30000000.0
3210,,,,,,,784000.0,,,,,784000.0,,,,,,,,,,,,784000.0,,,,,,,,784000.0,,784000.0,,,,,784000.0
3211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0,,20000000.0,,20000000.0
3212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3213,,,,,,,,,,,,,,,,,628571.42,,,,628571.42,,,628571.42,628571.42,,628571.42,,,,,,,,,,,,628571.42
3214,5166666.66,5166666.66,5166666.66,5166666.66,5166666.66,5166666.66,5166666.66,,5166666.66,,5166666.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,5166666.66
3215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3216,144000.0,144000.0,,144000.0,,144000.0,144000.0,,144000.0,144000.0,,,144000.0,,,144000.0,,,144000.0,144000.0,,,,,144000.0,144000.0,,,,,,,,,,,,,144000.0
3217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218,,,,,,,,,,26200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26200000.0
3219,,,,,,,,,,,,,,1500000.0,1500000.0,,,,,,1500000.0,,,,,,1500000.0,,,,,,,,,,,,1500000.0
3220,,,,,,,10000000.0,,10000000.0,,,,,,,,,,10000000.0,10000000.0,,,10000000.0,,10000000.0,,,10000000.0,,,10000000.0,,,,,,,,10000000.0
3221,2000000.0,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0
3222,837200.0,,837200.0,837200.0,837200.0,837200.0,837200.0,837200.0,837200.0,837200.0,837200.0,837200.0,837200.0,837200.0,837200.0,837200.0,837200.0,837200.0,837200.0,,837200.0,837200.0,837200.0,837200.0,837200.0,837200.0,837200.0,837200.0,837200.0,837200.0,837200.0,837200.0,837200.0,,,837200.0,837200.0,837200.0,837200.0
3223,,,,,,,,7027000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7027000.0
3224,,,6000000.0,6000000.0,,,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,,6000000.0,,6000000.0,,,,6000000.0,6000000.0,6000000.0,,,,6000000.0,,6000000.0,,6000000.0,6000000.0,,,6000000.0,,,6000000.0
3225,,,,7000000.0,7000000.0,,7000000.0,,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000.0
3226,6814000.0,6814000.0,6814000.0,6814000.0,6814000.0,6814000.0,,,6814000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6814000.0
3227,908000.0,908000.0,908000.0,908000.0,908000.0,908000.0,908000.0,,908000.0,908000.0,908000.0,,908000.0,908000.0,908000.0,908000.0,908000.0,908000.0,908000.0,908000.0,908000.0,908000.0,908000.0,908000.0,908000.0,908000.0,908000.0,908000.0,908000.0,908000.0,908000.0,908000.0,908000.0,908000.0,,908000.0,908000.0,908000.0,908000.0
3228,,5600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5600000.0
3229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3230,,,,,,,,,,1000000.0,,1000000.0,,,,,,,,,,,,,,,,1000000.0,,,,1000000.0,,,,,,,1000000.0
3231,,200000.0,,200000.0,,200000.0,,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.0
3232,,,,,,,,,112000.0,,,,,112000.0,,,,,,,,,,112000.0,,,,,,,,,,,,,,112000.0,112000.0
3233,,20000000.0,,,,,,,20000000.0,,,,,20000000.0,,,,,,,,,,,,20000000.0,,,,,,,,20000000.0,20000000.0,20000000.0,,,20000000.0
3234,,1814666.66,,,,,,,,,,1814666.66,,,,,,,,,,,,,,,,,1814666.66,,,1814666.66,,,,,,,1814666.66
3235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436000.0,436000.0,,,,,,,,,436000.0
3236,,,2000000.0,2000000.0,,2000000.0,2000000.0,2000000.0,,2000000.0,2000000.0,,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,,2000000.0,,,2000000.0,,2000000.0,2000000.0,,2000000.0,2000000.0,2000000.0,,,2000000.0,,,,,2000000.0
3237,7000000.0,,,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,,7000000.0,,7000000.0,7000000.0,,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,,,,,7000000.0,,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0
3238,,,,,,,,,,,,,,2000000.0,,,,2000000.0,2000000.0,2000000.0,2000000.0,,,,,,,,,,,,2000000.0,,,,,,2000000.0
3239,,13333333.34,13333333.34,13333333.34,13333333.34,,,13333333.34,13333333.34,,,,,,13333333.34,,,,,,,,,,,,,,,,,,,13333333.34,,,,,13333333.34
3240,,12000000.0,,,,,,,12000000.0,,12000000.0,12000000.0,12000000.0,12000000.0,,,,,,,,,,,,,,,12000000.0,,,12000000.0,12000000.0,,,,,12000000.0,12000000.0
3241,,10000000.0,,10000000.0,,,10000000.0,10000000.0,,,10000000.0,,,,10000000.0,,,10000000.0,,10000000.0,,,,,,,,,,,,,,,10000000.0,10000000.0,,,10000000.0
3242,7200000.0,,7200000.0,7200000.0,,7200000.0,7200000.0,,,7200000.0,,,7200000.0,7200000.0,,,,,,,,7200000.0,,,7200000.0,,,,,7200000.0,,7200000.0,7200000.0,,,,,,7200000.0
3243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3245,1880000.0,1880000.0,1880000.0,1880000.0,,,,,,,,,,,,,,,,,,,1880000.0,,,,,,,,,1880000.0,,,,,1880000.0,1880000.0,1880000.0
3246,,,,,,,,,,,,,,,,,6000000.0,,,,,,,,,,,,,,,,,,,,,,6000000.0
3247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3248,,,,,,200000.0,,,,,,,,,200000.0,,,,,,,,200000.0,,,200000.0,200000.0,,,,,,,200000.0,200000.0,,,,200000.0
3249,,4000000.0,4000000.0,4000000.0,4000000.0,,4000000.0,,,4000000.0,4000000.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0
3250,,,13509000.0,13509000.0,13509000.0,,,13509000.0,,,,,,,,,13509000.0,,,,,,,,,,,,,,,,,,,,,,13509000.0
3251,5700000.0,5700000.0,5700000.0,,,,5700000.0,5700000.0,,,,,5700000.0,5700000.0,,,,5700000.0,,,,,,5700000.0,,,,5700000.0,5700000.0,,,,,,,,,,5700000.0
3252,570000.0,,,570000.0,570000.0,570000.0,570000.0,,,570000.0,570000.0,570000.0,570000.0,570000.0,,570000.0,,,570000.0,570000.0,570000.0,,570000.0,570000.0,570000.0,570000.0,,570000.0,570000.0,570000.0,570000.0,570000.0,570000.0,,,,,570000.0,570000.0
3253,,,,,,,,,,,,,,23600000.0,,,,,,,,,,,,,,,23600000.0,23600000.0,,,,,,,,,23600000.0
